leaid,lea_name,state,city,enrollment_2324,website,lea_type,operational_schools
2921940,NEW FRANKLIN R-I,MO,NEW FRANKLIN,393,http://WWW.NFRANKLIN.K12.MO.US/,Regular public school district that is not a component of a supervisory union,2
3610260,EDMESTON CENTRAL SCHOOL DISTRICT,NY,EDMESTON,393,http://www.edmestoncentralschool.net,Regular public school district that is not a component of a supervisory union,1
3800389,KIDDER COUNTY 1,ND,Steele,393,http://www.kiddercounty.k12.nd.us/,Regular public school district that is not a component of a supervisory union,2
3808890,HARVEY 38,ND,Harvey,393,http://www.harvey.k12.nd.us,Regular public school district that is not a component of a supervisory union,2
3904757,Holgate Local,OH,Holgate,393,http://www.holgateschools.org/,Regular public school district that is not a component of a supervisory union,2
4624030,Faulkton Area Schools 24-4,SD,Faulkton,393,http://www.faulkton.k12.sd.us,Regular public school district that is not a component of a supervisory union,7
4815990,CULBERSON COUNTY-ALLAMOORE ISD,TX,VAN HORN,393,http://www.ccaisd.net,Regular public school district that is not a component of a supervisory union,1
5501310,Pecatonica Area School District,WI,Blanchardville,393,http://www.pecatonica.k12.wi.us,Regular public school district that is not a component of a supervisory union,2
0400135,Challenge School Inc. (6362),AZ,GLENDALE,392,http://www.challengecharterschool.net/,Independent charter district,1
0601589,Alliance College-Ready Middle Academy 8 District,CA,Los Angeles,392,http://crma8.org,Independent charter district,1
0602730,Anderson Valley Unified,CA,Boonville,392,http://www.avpanthers.org,Regular public school district that is not a component of a supervisory union,2
0900028,New Beginnings Inc Family Academy District,CT,Bridgeport,392,http://www.nbfacademy.org,Independent charter district,1
1100049,Eagle Academy PCS,DC,Washington,392,http://www.eagleacademypcs.org,Independent charter district,2
1710830,Triopia CUSD 27,IL,Concord,392,http://www.triopiacusd27.org/,Regular public school district that is not a component of a supervisory union,2
1928050,Tripoli Comm School District,IA,Tripoli,392,http://www.tripoli.k12.ia.us,Regular public school district that is not a component of a supervisory union,2
2627690,Peck Community School District,MI,PECK,392,http://www.peck.k12.mi.us,Regular public school district that is not a component of a supervisory union,2
3601006,ALBANY LEADERSHIP CHARTER SCHOOL FOR GIRLS,NY,ALBANY,392,http://www.albanyleadership.org,Independent charter district,1
1300257,State Specialty Schools II- Yi Hwang Academy of Language Ex,GA,Duluth,391,http://www.yhale.org,Independent charter district,1
1601380,HAGERMAN JOINT DISTRICT,ID,HAGERMAN,391,,Regular public school district that is not a component of a supervisory union,2
2012540,Valley Falls,KS,Valley Falls,391,http://www.usd338.com,Regular public school district that is not a component of a supervisory union,2
2900019,SCUOLA VITA NUOVA,MO,KANSAS CITY,391,http://WWW.SVNCHARTER.ORG,Independent charter district,1
3172570,KIMBALL PUBLIC SCHOOLS,NE,KIMBALL,391,,Regular public school district that is not a component of a supervisory union,2
3807590,GARRISON 51,ND,Garrison,391,http://www.garrison.k12.nd.us,Regular public school district that is not a component of a supervisory union,2
4280130,Carbon Career & Technical Institute,PA,Jim Thorpe,391,http://www.carboncti.org,Specialized public school district,1
4807530,AGUA DULCE ISD,TX,AGUA DULCE,391,http://adisd.net,Regular public school district that is not a component of a supervisory union,2
4811430,BROADDUS ISD,TX,BROADDUS,391,http://www.broaddusisd.com,Regular public school district that is not a component of a supervisory union,1
0643170,Woodville Union Elementary,CA,Porterville,390,http://www.tcoe.org/districts/woodville.shtm,Regular public school district that is not a component of a supervisory union,1
0804230,Gilpin County School District No. Re-1,CO,BLACK HAWK,390,http://www.gilpin.k12.co.us/,Regular public school district that is not a component of a supervisory union,2
1304650,Talbot County,GA,Talbotton,390,http://www.talbot.k12.ga.us,Regular public school district that is not a component of a supervisory union,1
1600003,VICTORY CHARTER SCHOOL INC.,ID,NAMPA,390,,Independent charter district,1
1600490,BUTTE COUNTY JOINT DISTRICT,ID,ARCO,390,,Regular public school district that is not a component of a supervisory union,3
2000348,Doniphan West Schools,KS,Highland,390,http://www.usd111.org,Regular public school district that is not a component of a supervisory union,2
2005250,Chase County,KS,Cottonwood Falls,390,http://www.usd284.org,Regular public school district that is not a component of a supervisory union,2
2007260,Graham County,KS,Hill City,390,http://usd281.com,Regular public school district that is not a component of a supervisory union,2
2200292,Einstein Charter at Sherwood Forest,LA,New Orleans,390,,Independent charter district,1
3601001,ACADEMIC LEADERSHIP CHARTER SCHOOL,NY,BRONX,390,http://www.alcsbronx.org,Independent charter district,1
3601194,CREO COLLEGE PREPARATORY CHARTER SCHOOL,NY,BRONX,390,http://www.creoprep.org,Independent charter district,1
5000418,Twin Valley Unified School District #75,VT,Wilmington,390,http://www.windhamsw.k12.vt.us/,Regular public school district that is a component of a supervisory union,2
5502880,Cornell School District,WI,Cornell,390,http://www.cornell.k12.wi.us,Regular public school district that is not a component of a supervisory union,3
0400828,Arizona Agribusiness & Equine Center Inc. (90779),AZ,Avondale,389,http://www.aaechighschools.com,Independent charter district,1
0503630,BRINKLEY SCHOOL DISTRICT,AR,BRINKLEY,389,http://www.brinkleyschools.com,Regular public school district that is not a component of a supervisory union,2
0601664,Alameda Community Learning Center District,CA,Alameda,389,http://www.alamedaclc.org,Independent charter district,1
0602037,Invictus Academy of Richmond District,CA,El Cerrito,389,http://www.invictusofrichmond.org,Independent charter district,1
0602194,Magnolia Science Academy 3 District,CA,Carson,389,http://msa3.magnoliapublicschools.org,Independent charter district,1
1740260,Vienna SD 55,IL,Vienna,389,http://www.viennagradeschool.com,Regular public school district that is not a component of a supervisory union,1
2507290,Marion,MA,Mattapoisett,389,http://www.oldrochester.org,Regular public school district that is not a component of a supervisory union,1
2730450,RED LAKE FALLS PUBLIC SCHOOL DIST.,MN,RED LAKE FALLS,389,http://redlakefalls.k12.mn.us/,Regular public school district that is not a component of a supervisory union,2
3102790,AINSWORTH COMMUNITY SCHOOLS,NE,AINSWORTH,389,,Regular public school district that is not a component of a supervisory union,4
3900123,Sciotoville Community School,OH,Portsmouth,389,http://www.east.k12.oh.us/,Independent charter district,1
4200017,Manchester Academic CS,PA,Pittsburgh,389,http://www.MACSK8.org,Independent charter district,1
4602640,Hanson School District 30-1,SD,Alexandria,389,http://www.hanson.k12.sd.us,Regular public school district that is not a component of a supervisory union,6
4671880,Timber Lake School District 20-3,SD,Timber Lake,389,http://www.timberlakeschool.org,Regular public school district that is not a component of a supervisory union,3
5605700,Fremont County School District #24,WY,Shoshoni,389,http://www.shoshonischools.org,Regular public school district that is not a component of a supervisory union,3
0691002,Butte County Office of Education,CA,Oroville,388,http://www.bcoe.org,Regular public school district that is not a component of a supervisory union,7
2929340,STANBERRY R-II,MO,STANBERRY,388,http://sr2.k12.mo.us,Regular public school district that is not a component of a supervisory union,2
3171730,HEMINGFORD PUBLIC SCHOOLS,NE,HEMINGFORD,388,,Regular public school district that is not a component of a supervisory union,2
3600141,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,NY,NEW YORK,388,http://www.harlemvillageacademies.org,Independent charter district,1
3900127,Glass City Academy,OH,Toledo,388,http://www.glasscityacademy.org/,Independent charter district,1
3901389,Horizon Science Academy Youngstown,OH,Youngstown,388,http://www.horizonyoungstown.org/,Independent charter district,1
4032430,WETUMKA,OK,Wetumka,388,http://www.wetumka.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4820130,FT HANCOCK ISD,TX,FT HANCOCK,388,http://www.fhisd.net,Regular public school district that is not a component of a supervisory union,2
1300262,State Specialty Schools II- D.E.L.T.A. STEAM Academy,GA,Lithia Springs,387,,Independent charter district,1
1601620,KAMIAH JOINT DISTRICT,ID,KAMIAH,387,,Regular public school district that is not a component of a supervisory union,3
1709400,Chadwick-Milledgeville CUSD 399,IL,Milledgeville,387,http://www.dist399.net,Regular public school district that is not a component of a supervisory union,2
1914310,Hubbard-Radcliffe Comm School District,IA,Hubbard,387,http://www.southhardin.k12.ia.us,Regular public school district that is not a component of a supervisory union,2
2306160,Great Salt Bay CSD,ME,Damariscotta,387,http://www.aos93.org,Regular public school district that is not a component of a supervisory union,1
3006840,Clancy Elem,MT,Clancy,387,http://clancyschool.org,Regular public school district that is not a component of a supervisory union,2
3611310,FORT EDWARD UNION FREE SCHOOL DISTRICT,NY,FORT EDWARD,387,http://www.fortedward.org,Regular public school district that is not a component of a supervisory union,1
4030330,TURPIN,OK,Turpin,387,http://www.turpinps.org,Regular public school district that is not a component of a supervisory union,2
4209870,Forbes Road SD,PA,Waterfall,387,http://www.frsd.info,Regular public school district that is not a component of a supervisory union,2
5501020,Belmont Community School District,WI,Belmont,387,http://www.belmont.k12.wi.us,Regular public school district that is not a component of a supervisory union,2
0505550,EARLE SCHOOL DISTRICT,AR,EARLE,386,http://www.earle.crsc.k12.ar.us,Regular public school district that is not a component of a supervisory union,2
0601891,High Tech High International District,CA,San Diego,386,http://www.hightechhigh.org,Independent charter district,1
0602095,Aspire Summit Charter Academy District,CA,Modesto,386,http://www.aspirepublicschools.org,Independent charter district,1
0602360,Alview-Dairyland Union Elementary,CA,Chowchilla,386,http://www.adusd.k12.ca.us,Regular public school district that is not a component of a supervisory union,2
0903900,Salem School District,CT,Salem,386,http://www.salemschools.org,Regular public school district that is not a component of a supervisory union,1
1737320,St George CCSD 258,IL,Bourbonnais,386,http://www.sg258.org,Regular public school district that is not a component of a supervisory union,1
1800206,KIPP Indy Legacy High,IN,Indianapolis,386,http://kippindy.org/schools/legacy/,Independent charter district,1
2509090,Edgartown,MA,Vineyard Haven,386,http://mvyps.org,Regular public school district that is not a component of a supervisory union,1
3402340,Brigantine Public School District,NJ,Brigantine,386,http://www.brigantineschools.org,Regular public school district that is not a component of a supervisory union,1
3601172,PERSISTENCE PREPARATORY ACADEMY CHARTER SCHOOL,NY,BUFFALO,386,http://www.persistenceprep.org,Independent charter district,1
3608100,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,NY,COLTON,386,http://www.cpcs.us,Regular public school district that is not a component of a supervisory union,1
3900584,Cleveland Arts and Social Sciences Academy,OH,Cleveland,386,http://clevelandartsocsci.org/,Independent charter district,1
3901606,Horizon Science Academy Primary,OH,Columbus,386,http://primary.horizoncolumbus.org,Independent charter district,1
4009150,CRUTCHO,OK,Oklahoma City,386,http://www.crutchoesd.org,Regular public school district that is not a component of a supervisory union,1
4024150,PIONEER,OK,Chickasha,386,http://pioneerk8.k12.ok.us,Regular public school district that is not a component of a supervisory union,1
4845420,WHEELER ISD,TX,WHEELER,386,http://www.wheelerschools.net,Regular public school district that is not a component of a supervisory union,1
0510290,MULBERRY/PLEASANT VIEW BI-COUNTY SCHOOLS,AR,MULBERRY,385,http://www.mpvschools.com,Regular public school district that is not a component of a supervisory union,3
1710690,Colona SD 190,IL,Colona,385,http://www.csd190.org,Regular public school district that is not a component of a supervisory union,1
1734870,Rossville-Alvin CUSD 7,IL,Rossville,385,http://rossville.k12.il.us,Regular public school district that is not a component of a supervisory union,2
1928110,Turkey Valley Comm School District,IA,Jackson Junction,385,http://www.turkey-v.k12.ia.us/,Regular public school district that is not a component of a supervisory union,2
2904140,BAKERSFIELD R-IV,MO,BAKERSFIELD,385,http://BAKERSFIELD.K12.MO.US,Regular public school district that is not a component of a supervisory union,2
2926370,RICHARDS R-V,MO,WEST PLAINS,385,http://RICHARDSSCHOOL.K12.MO.US/,Regular public school district that is not a component of a supervisory union,1
3405280,Folsom Borough School District,NJ,Folsom,385,http://www.folsomschool.org/,Regular public school district that is not a component of a supervisory union,1
4010170,DRUMMOND,OK,Drummond,385,http://www.drummond.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4033090,WOODALL,OK,Tahlequah,385,http://www.woodall.k12.ok.us,Regular public school district that is not a component of a supervisory union,1
4112690,Union SD 5,OR,Union,385,http://www.union.k12.or.us,Regular public school district that is not a component of a supervisory union,2
5900054,Joseph K. Lumsden Bahweting Anishnabe School,BI,Sault Ste. Marie,385,http://www.jklschool.org,Regular public school district that is not a component of a supervisory union,1
0601515,High Tech High Media Arts District,CA,San Diego,384,http://www.hightechhigh.org,Independent charter district,1
0636360,Sequoia Union Elementary,CA,Lemon Cove,384,http://www.sequoiaunion.org,Regular public school district that is not a component of a supervisory union,2
0900217,Booker T. Washington Academy District,CT,New Haven,384,http://www.btwanewhaven.org,Independent charter district,1
1600181,FUTURE PUBLIC SCHOOL INC.,ID,GARDEN CITY,384,,Independent charter district,1
1918630,Marcus-Meriden-Cleghorn Comm School District,IA,Marcus,384,http://www.mmcruroyals.org,Regular public school district that is not a component of a supervisory union,2
3305790,Plymouth School District,NH,Plymouth,384,,Regular public school district that is not a component of a supervisory union,1
3700363,Reaching All Minds Academy,NC,Durham,384,,Independent charter district,1
3904749,Hardin Northern Local,OH,Dola,384,http://hn.k12.oh.us/,Regular public school district that is not a component of a supervisory union,2
4025410,QUINTON,OK,Quinton,384,http://www.quintonschools.com,Regular public school district that is not a component of a supervisory union,2
4800035,ALIEF MONTESSORI COMMUNITY SCHOOL,TX,HOUSTON,384,http://www.aliefmontessori.org,Independent charter district,1
4818750,EVADALE ISD,TX,EVADALE,384,http://www.evadalek12.net,Regular public school district that is not a component of a supervisory union,3
4900052,Paradigm High School,UT,SOUTH JORDAN,384,http://www.paradigmschools.org,Independent charter district,1
4900067,Itineris Early College High,UT,WEST JORDAN,384,http://www.iechs.org,Independent charter district,1
5517130,Wonewoc-Union Center School District,WI,Wonewoc,384,http://www.wc.k12.wi.us,Regular public school district that is not a component of a supervisory union,4
